entry_id,grammar_point,semantic_concept,connection_rule,meaning_zh,example_japanese,example_reading,example_chinese,jlpt_level,tags,notes,usage_when,usage_avoid,common_mistakes,review_issues,review_status,enriched_by,confidence
G0053,常接 します 直接接句子,常接 します 直接接句子,常接 します 直接接句子,常接 します 直接接句子,常接 します 直接接句子を使います。,常接 します 直接接句子を使います。,常接 します 直接接句子,N3,N3|文法,,是否全部動作 ❌ 只是舉例 ✅ 全部動作 | 是否有順序 ❌ 沒順序 ✅ 有,,語感重點 | 映画を見たり、友だちとご飯を食べたりします。 | 家で本を読んだり、寝たりします。 | 〜て〜て〜👉「動作的連續  / 原因結果  / 同時狀態」用法 | 語感重點(超重要),例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0054,V (辞書形)ことができます,V (辞書形)ことができます,日 文 筆 記,V (辞書形)ことができます,スギーができます  /  日本語ができます,スギーができます  /  日本語ができます,,N3,N3|文法|助詞,日 文 筆 記,,,,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.9
G0055,普通形,"包括辞書形、ない形、た形等,用於非正式場合或特定語法構造中",👉 名詞∕な形容詞  + だ 👉 名詞∕な形容詞  + じゃない 👉 名詞∕な形容詞  + だった 👉 名詞∕な形容詞  + じゃなかった,"包括辞書形、ない形、た形等,用於非正式場合或特定語法構造中",普通形を使います。,普通形を使います。,"包括辞書形、ない形、た形等,用於非正式場合或特定語法構造中",N3,N3|文法,1  現在·肯定 学生だ 元気だ 先生だ ⚠ 口語中常常  省略だ 学生(だ) 元気(だ) 2  現在·否定 (比較隨便的說法) 3  過去·肯定 学生だった 元気だった 4  過去·否定 学生じゃなかった 元気じゃなかった 日 文 筆 記,,,名詞∕な形容詞  + だ | 口語中常常  省略だ | 名詞∕な形容詞  + じゃない | 名詞∕な形容詞  + だった | 名詞∕な形容詞  + じゃなかった,grammar_point 疑似誤拆（例句/說明文字）; 例句為模板佔位，非真實例句,excluded,teacher_agent,0.6
G0056,元気じゃない,元気じゃない,元気じゃない,元気じゃない,元気じゃないを使います。,元気じゃないを使います。,元気じゃない,N3,N3|文法,,,,名詞∕な形容詞  + だ | 口語中常常  省略だ | 名詞∕な形容詞  + じゃない | 名詞∕な形容詞  + だった | 名詞∕な形容詞  + じゃなかった,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0057,行きませんでした 行かなかった (な形 + なかった)過去否定,行きませんでした 行かなかった (な形 + なかった)過去否定,行きませんでした 行かなかった (な形 + なかった)過去否定,行きませんでした 行かなかった (な形 + なかった)過去否定,行きませんでした 行かなかった (な形 + なかった)過去否定を使います。,行きませんでした 行かなかった (な形 + なかった)過去否定を使います。,行きませんでした 行かなかった (な形 + なかった)過去否定,N3,N3|文法|助詞,,,不能說:高いだ(錯),い形容詞  原形 | い  → くない | い  → かった | い  → くなかった,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0058,普通形 + と思います  =   I   THINK   THAT,普通形 + と思います  =   I   THINK   THAT,普通形 + と思います  =   I   THINK   THAT,普通形 + と思います  =   I   THINK   THAT,普通形 + と思います  =   I   THINK   THATを使います。,普通形 + と思います  =   I   THINK   THATを使います。,普通形 + と思います  =   I   THINK   THAT,N3,N3|文法|助詞,,,,「你對〜有什麼看法?」 | 「你怎麼看〜?」,grammar_point 疑似誤拆（例句/說明文字）; 例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),excluded,teacher_agent,0.5
G0059,あした雨が降ると思います,あした雨が降ると思います,あした雨が降ると思います,あした雨が降ると思います,あした雨が降ると思いますを使います。,あした雨が降ると思いますを使います。,あした雨が降ると思います,N3,N3|文法|助詞,,,,「你對〜有什麼看法?」 | 「你怎麼看〜?」,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0060,てレーザちゃんはもうねたと思います,てレーザちゃんはもうねたと思います,てレーザちゃんはもうねたと思います,てレーザちゃんはもうねたと思います,てレーザちゃんはもうねたと思いますを使います。,てレーザちゃんはもうねたと思いますを使います。,てレーザちゃんはもうねたと思います,N3,N3|文法|助詞,,,,「你對〜有什麼看法?」 | 「你怎麼看〜?」,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0061,日本は物価が高いと思います,日本は物価が高いと思います,👉 「你對〜有什麼看法?」 👉 「你怎麼看〜?」 是詢問意見∕想法的標準說法(面試、課堂、討論都很常用),日本は物価が高いと思います,この問題についてどう思いますか例:この映画についてどう思いますか。,この問題についてどう思いますか例:この映画についてどう思いますか。,,N3,N3|文法|助詞,👉 「你對〜有什麼看法?」 👉 「你怎麼看〜?」 是詢問意見∕想法的標準說法(面試、課堂、討論都很常用),,,「你對〜有什麼看法?」 | 「你怎麼看〜?」,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.85
G0062,についてどう思いますか,に  表示向誰說,いいました  →  普通形と言いました,に  表示向誰說,父に留学したいと言いました,父に留学したいと言いました,に  表示向誰說,N3,N3|文法|助詞,と言いました 表示有人說過 日 文 筆 記,,,「你對〜有什麼看法?」 | 「你怎麼看〜?」,,passed,pdf_extract,0.95
G0063,〜し〜し,〜し〜し,日 文 筆 記,〜し〜し,この店は安いし、美味しいし、人気があります,この店は安いし、美味しいし、人気があります,,N4,N4|文法|句型,日 文 筆 記,,,,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.85
G0064,人は人に〜られます,人は人に〜られます,日 文 筆 記,人は人に〜られます,学生は先生に褒められます,学生は先生に褒められます,,N3,N3|文法|助詞,日 文 筆 記,,,,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.9
G0065,人は人に〜を〜られます,人は人に〜を〜られます,日 文 筆 記,人は人に〜を〜られます,私は母に買い物を頼まれます →My mother asks me to do her shopping.,私は母に買い物を頼まれます →My mother asks me to do her shopping.,,N3,N3|文法|助詞,日 文 筆 記,,,,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.9
G0066,非情の受身(感情がない),非情の受身(感情がない),非情の受身(感情がない),非情の受身(感情がない),非情の受身(感情がない)を使います。,非情の受身(感情がない)を使います。,非情の受身(感情がない),N3,N3|文法|助詞,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0067,買います → 買わせる、書きます → 書かせる、飲みます → 飲ませる,買います → 買わせる、書きます → 書かせる、飲みます → 飲ませる,日 文 筆 記,買います → 買わせる、書きます → 書かせる、飲みます → 飲ませる,買います → 買わせる、書きます → 書かせる、飲みます → 飲ませるを使います。,買います → 買わせる、書きます → 書かせる、飲みます → 飲ませるを使います。,買います → 買わせる、書きます → 書かせる、飲みます → 飲ませる,N3,N3|文法,日 文 筆 記,,,,grammar_point 疑似誤拆（例句/說明文字）; 例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義,excluded,teacher_agent,0.6
G0068,んですか( IMPORTANT ),說明與解釋理由的表達方式,V (普通形) + んです い形容詞 + んです な形容詞 + んです N な + んです,說明與解釋理由的表達方式,んですか( IMPORTANT )を使います。,んですか( IMPORTANT )を使います。,說明與解釋理由的表達方式,N3,N3|文法|助詞,1用於根據您所看到或聽到的內容做出假設並確認它們 日 文 筆 記,,,,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
G0069,"3 どうして+んですか → 用於帶有驚訝的心情,並要求對方說明理由時。","3 どうして+んですか → 用於帶有驚訝的心情,並要求對方說明理由時。",5〜んですが、〜たらいいですか 〜がいいですよ / 〜たらいいですよ,"3 どうして+んですか → 用於帶有驚訝的心情,並要求對方說明理由時。",使い方がわからないんですがだれにきいたらいいですか? A さんにきけばいいですよ。,使い方がわからないんですがだれにきいたらいいですか? A さんにきけばいいですよ。,"3 どうして+んですか → 用於帶有驚訝的心情,並要求對方說明理由時。",N3,N3|文法|助詞,4 どうしたんですか → 說明、詢問以及關心對方狀況時的用法 日 文 筆 記,,,,grammar_point 疑似誤拆（例句/說明文字）; 意思與句型名稱相同，缺少釋義,excluded,pdf_extract,0.85
G0070,可能性,省流 : 可能形  = 表示「有能力做某事」或「有條件可以做某事」,食べる  → 食べられる(能吃) 行く  → 行ける(能去) 話す  → 話せる(會說) → 我會說日文 → 這裡可以拍照 → 明天能見面嗎?,省流 : 可能形  = 表示「有能力做某事」或「有條件可以做某事」,可能性を使います。,可能性を使います。,省流 : 可能形  = 表示「有能力做某事」或「有條件可以做某事」,N3,N3|文法,一、可能動詞是什麼? 👉 用來表達能力、條件允許、可能性 例: 1  能力 2  環境允許 3  條件允許 日 文 筆 記,省流 : 可能形  = 表示「有能力做某事」或「有條件可以做某事」 | → 這裡可以拍照,,用來表達能力、條件允許、可能性,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
